id,is_pyq,question_number,total_marks,pyq_year,month,paper_number,Time Zone,question_text,tags,section,subject,explanation,calculator,correct_answer,difficulty,created_at,image_url,solution_steps,solution_image,question_type,mark_allocation,board,grade,topic,subtopic,source,paper_type,updated_at,created_by,is_active,year,options
,TRUE,6,5,2021,May,Paper 2,TZ1,"Consider the planes $\Pi_1$ and $\Pi_2$ with the following equations.
$$
\begin{aligned}
& \Pi_1: 3 x+2 y+z=6 \\
& \Pi_2: x-2 y+z=4
\end{aligned}
$$
\begin{parts}
\part[3] Find a Cartesian equation of the plane $\Pi_3$ which is perpendicular to $\Pi_1$ and $\Pi_2$ and passes through the origin $(0,0,0)$.
\part[2] Find the coordinates of the point where $\Pi_1, \Pi_2$ and $\Pi_3$ intersect.
\end{parts}",Vectors and Planes,3. Geometry and Trigonometry,HL,"(a) attempt to find a vector perpendicular to $\Pi_{1}$ and $\Pi_{2}$ using a cross product


\begin{align*}
& \left(\begin{array}{l}
3 \\
2 \\
1
\end{array}\right) \times\left(\begin{array}{c}
1 \\
-2 \\
1
\end{array}\right)=(2-(-2)) \boldsymbol{i}+(1-3) \boldsymbol{j}+(-6-2) \boldsymbol{k} \\
& =\left(\begin{array}{c}
4 \\
-2 \\
-8
\end{array}\right)\left(=2\left(\begin{array}{c}
2 \\
-1 \\
-4
\end{array}\right)\right) \tag{A1}
\end{align*}


equation is $4 x-2 y-8 z=0(\Rightarrow 2 x-y-4 z=0)$\\
(b) attempt to solve 3 simultaneous equations in 3 variables $\left(\frac{41}{21},-\frac{10}{21}, \frac{23}{21}\right)(=(1.95,-0.476,1.10))$\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,7,7,2021,May,Paper 2,TZ1,"A continuous random variable $X$ has the probability density function $f$ given by
$$
f(x)=\left\{\begin{array}{cl}
\cfrac{x}{\sqrt{\left(x^2+k\right)^3}} & 0 \leq x \leq 4 \\
0 & \text { otherwise }
\end{array}\right.
$$
where $k \in \mathbb{R}^{+}$.
\begin{parts}
\part[5] Show that $\sqrt{16+k}-\sqrt{k}=\sqrt{k} \sqrt{16+k}$.
\part[2] Find the value of $k$.
\end{parts}","Probability
Integral Calculus","4. Statistics and Probability
5. Calculus",HL,"(a) recognition of the need to integrate $\frac{x}{\sqrt{\left(x^{2}+k\right)^{3}}}$\\
$\int \frac{x}{\sqrt{\left(x^{2}+k\right)^{3}}} \mathrm{~d} x(=1)$

\section*{EITHER}
$u=x^{2}+k \Rightarrow \frac{\mathrm{~d} u}{\mathrm{~d} x}=2 x$ (or equivalent)\\
$\int \frac{x}{\sqrt{\left(x^{2}+k\right)^{3}}} \mathrm{~d} x=\frac{1}{2} \int u^{-\frac{3}{2}} \mathrm{~d} u$\\
$=-u^{-\frac{1}{2}}(+c)\left(=-\left(x^{2}+k\right)^{-\frac{1}{2}}(+c)\right)$

\section*{Question 7 continued}
OR


\begin{align*}
& \int \frac{x}{\sqrt{\left(x^{2}+k\right)^{3}}} \mathrm{~d} x=\frac{1}{2} \int \frac{2 x}{\sqrt{\left(x^{2}+k\right)^{3}}} \mathrm{~d} x  \tag{A1}\\
& =-\left(x^{2}+k\right)^{-\frac{1}{2}}(+c) \tag{A1}
\end{align*}


\section*{THEN}
attempt to use correct limits for their integrand and set equal to 1

$$
\begin{aligned}
& {\left[-u^{-\frac{1}{2}}\right]_{k}^{16+k}=1 \text { OR }\left[-\left(x^{2}+k\right)^{-\frac{1}{2}}\right]_{0}^{4}=1} \\
& -(16+k)^{-\frac{1}{2}}+k^{-\frac{1}{2}}=1\left(\Rightarrow \frac{1}{\sqrt{k}}-\frac{1}{\sqrt{16+k}}=1\right) \\
& \sqrt{16+k}-\sqrt{k}=\sqrt{k} \sqrt{16+k}
\end{aligned}
$$

\\
(b) attempt to solve $\sqrt{16+k}-\sqrt{k}=\sqrt{k} \sqrt{16+k}$\\
(M1)\\
$k=0.645038 \ldots$\\
$=0.645$\\
A1\\
\\
Total \\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,8,7,2021,May,Paper 2,TZ1,"Consider the complex numbers $z=2\left(\cos \cfrac{\pi}{5}+\mathrm{i} \sin \cfrac{\pi}{5}\right)$ and $w=8\left(\cos \cfrac{2 k \pi}{5}-\mathrm{i} \sin \cfrac{2 k \pi}{5}\right)$, where $k \in \mathbb{Z}^{+}$.
\begin{parts}
\part[1] Find the modulus of $z w$.
\part[2] Find the argument of $z w$ in terms of $k$.
Suppose that $z w \in \mathbb{Z}$.
\part[4] \begin{enumerate}[label=(\roman*)]
\item Find the minimum value of $k$.
\item For the value of $k$ found in part (i), find the value of $z w$.
\end{enumerate}
\end{parts}",Complex Numbers,1. Numbers and Algebra,HL,"(a) $(|z w|=) 16$

A1\\
\\
(b) attempt to find $\arg (z)+\arg (w)$\\
$\arg (z w)=\arg (z)+\arg (w)$

$$
=\frac{\pi}{5}-\frac{2 k \pi}{5}\left(=\frac{(1-2 k) \pi}{5}\right)
$$

Question 8 continued\\
(c) (i) $z w \in \mathrm{Z} \Rightarrow \arg (z w)$ is a multiple of $\pi$\\
$\Rightarrow 1-2 k$ is a multiple of 5\\
$k=3$\\
(ii) $\quad z w=16(\cos (-\pi)+\mathrm{i} \sin (-\pi))$\\
$-16$\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,9,7,2021,May,Paper 2,TZ1,"Two boats A and B travel due north.
Initially, boat B is positioned 50 metres due east of boat A.
The distances travelled by boat $\mathrm{A}$ and boat $\mathrm{B}$, after $t$ seconds, are $x$ metres and $y$ metres respectively. The angle $\theta$ is the radian measure of the bearing of boat $\mathrm{B}$ from boat $\mathrm{A}$. This information is shown on the following diagram.
\begin{center}
\includegraphics[scale=0.1,height=8cm]{SV_IBDP_FST_AA HL_May 2021 _Paper 2_TZ1_4.png}
\end{center}
\begin{parts}
\part[1] Show that $y=x+50 \cot \theta$.
At time $T$, the following conditions are true.
Boat $\mathrm{B}$ has travelled 10 metres further than boat $\mathrm{A}$.
Boat B is travelling at double the speed of boat $\mathrm{A}$.
The rate of change of the angle $\theta$ is -0.1 radians per second.
\part[6] Find the speed of boat A at time $T$.
\end{parts}","Trigonometry
Differential Calculus
Kinematics","3. Geometry and Trigonometry
5. Calculus",HL,"(a) $\tan \theta=\frac{50}{y-x} \mathrm{OR} \cot \theta=\frac{y-x}{50}$\\
$y=x+50 \cot \theta$\\
Note: $y-x$ may be identified as a length on a diagram, and not written explicitly.\\
(b) attempt to differentiate with respect to $t$\\
$\frac{\mathrm{d} y}{\mathrm{~d} t}=\frac{\mathrm{d} x}{\mathrm{~d} t}-50(\operatorname{cosec} \theta)^{2} \frac{\mathrm{~d} \theta}{\mathrm{~d} t}$\\
attempt to set speed of $B$ equal to double the speed of $A$\\
$2 \frac{\mathrm{~d} x}{\mathrm{~d} t}=\frac{\mathrm{d} x}{\mathrm{~d} t}-50(\operatorname{cosec} \theta)^{2} \frac{\mathrm{~d} \theta}{\mathrm{~d} t}$\\
$\frac{\mathrm{d} x}{\mathrm{~d} t}=-50(\operatorname{cosec} \theta)^{2} \frac{\mathrm{~d} \theta}{\mathrm{~d} t}$\\
$\theta=\arctan 5(=1.373 \ldots=78.69 \ldots \circ)$ OR $\operatorname{cosec}^{2} \theta=1+\cot ^{2} \theta=1+\left(\frac{1}{5}\right)^{2}=\frac{26}{25}$\\
Note: This $\boldsymbol{A 1}$ can be awarded independently of previous marks.\\
$\frac{\mathrm{d} x}{\mathrm{~d} t}=-50\left(\frac{26}{25}\right) \times-0.1$\\
So the speed of boat $A$ is $5.2\left(\mathrm{~ms}^{-1}\right)$\\
A1\\
Note: Accept 5.20 from the use of inexact values.",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,10,15,2021,May,Paper 2,TZ1,"Consider the function $f$ defined by $f(x)=90 \mathrm{e}^{-0.5 x}$ for $x \in \mathbb{R}^{+}$.
The graph of $f$ and the line $y=x$ intersect at point $\mathrm{P}$.
\begin{parts}
\part[2] Find the $x$-coordinate of $\mathrm{P}$.
The line $L$ has a gradient of -1 and is a tangent to the graph of $f$ at the point $\mathrm{Q}$.
\part[4] Find the exact coordinates of $\mathrm{Q}$.
\part[2] Show that the equation of $L$ is $y=-x+2 \ln 45+2$.
The shaded region $A$ is enclosed by the graph of $f$ and the lines $y=x$ and $L$.
\begin{center}
\includegraphics[scale=0.1,height=6cm]{SV_IBDP_FST_AA HL_May 2021 _Paper 2_TZ1_5.png}
\end{center}
\part[5] \begin{enumerate}[label=(\roman*)]
\item Find the $x$-coordinate of the point where $L$ intersects the line $y=x$.
\item Hence, find the area of $A$.
\end{enumerate}
The line $L$ is tangent to the graphs of both $f$ and the inverse function $f^{-1}$.
\begin{center}
\includegraphics[scale=0.1,height=6cm]{SV_IBDP_FST_AA HL_May 2021 _Paper 2_TZ1_6.png}
\end{center}
\part[2] Find the shaded area enclosed by the graphs of $f$ and $f^{-1}$ and the line $L$.
\end{parts}","Exponents and Logs
Linear Functions
Differential Calculus
Integral Calculus","1. Numbers and Algebra
2. Functions
5. Calculus",HL,"\section*{Section B.}
\begin{enumerate}
  \setcounter{enumi}{9}
  \item (a) attempt to find the point of intersection of the graph of $f$ and the line $y=x$\\
$x=5.56619 \ldots$\\
$=5.57$\\
A1\\
(b) $f^{\prime}(x)=-45 \mathrm{e}^{-0.5 x}$\\
attempt to set the gradient of $f$ equal to -1\\
$-45 \mathrm{e}^{-0.5 x}=-1$\\
Q has coordinates $(2 \ln 45,2)$ (accept $\left(-2 \ln \frac{1}{45}, 2\right)$\\
Note: Award $\boldsymbol{A 1}$ for each value, even if the answer is not given as a coordinate pair.\\
Do not accept $\frac{\ln \frac{1}{45}}{-0.5}$ or $\frac{\ln 45}{0.5}$ as a final value for $x$. Do not accept 2.0 or 2.00 as a final value for $y$.\\
\\
(c) attempt to substitute coordinates of Q (in any order) into an appropriate equation
\end{enumerate}

Question 10 continued\\
(d) (i) $x=\ln 45+1(=4.81)$\\
(ii) appropriate method to find the sum of two areas using integrals of the difference of two functions

Note: Allow absent or incorrect limits.

$$
\int_{4.806 \ldots}^{5.566 . \ldots}(x-(-x+2 \ln 45+2)) \mathrm{d} x+\int_{5.566 \ldots}^{7.613 \ldots}\left(90 \mathrm{e}^{-0.5 x}-(-x+2 \ln 45+2)\right) \mathrm{d} x \quad(\text { A1) }(\text { A1 })
$$

Note: Award A1 for one correct integral expression including correct limits and integrand.\\
Award $\boldsymbol{A 1}$ for a second correct integral expression including correct limits and integrand.

$$
\begin{aligned}
& =1.51965 \ldots \\
& =1.52
\end{aligned}
$$

A1\\
\\
(e) by symmetry $2 \times 1.52$\\
(M1)\\
$=3.03930 \ldots$\\
$=3.04$\\
A1\\
Note: Accept any answer that rounds to 3.0 (but do not accept 3).\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,11,20,2021,May,Paper 2,TZ1,"The function $f$ is defined by $f(x)=\cfrac{3 x+2}{4 x^2-1}$, for $x \in \mathbb{R}, x \neq p, x \neq q$.
\begin{parts}
\part[2] Find the value of $p$ and the value of $q$.
\part[3] Find an expression for $f^{\prime}(x)$.
The graph of $y=f(x)$ has exactly one point of inflexion.
\part[2] Find the $x$-coordinate of the point of inflexion.
\part[5] Sketch the graph of $y=f(x)$ for $-3 \leq x \leq 3$, showing the values of any axes intercepts, the coordinates of any local maxima and local minima, and giving the equations of any asymptotes.
The function $g$ is defined by $g(x)=\cfrac{4 x^2-1}{3 x+2}$, for $x \in \mathbb{R}, x \neq-\cfrac{2}{3}$.
\part[4] Find the equations of all the asymptotes on the graph of $y=g(x)$.
\part[4] By considering the graph of $y=g(x)-f(x)$, or otherwise, solve $f(x)<g(x)$ for $x \in \mathbb{R}$.
\end{parts}","Rational Functions
Modulus & Inequalities
Differential Calculus","2. Functions
5. Calculus",HL,"(a) attempt to solve $4 x^{2}-1=0$ e.g. by factorising $4 x^{2}-1$\\
(b) attempt to use quotient rule or product rule

\section*{EITHER}
$$
f^{\prime}(x)=\frac{3\left(4 x^{2}-1\right)-8 x(3 x+2)}{\left(4 x^{2}-1\right)^{2}}\left(=\frac{-12 x^{2}-16 x-3}{\left(4 x^{2}-1\right)^{2}}\right)
$$

Note: Award $\boldsymbol{A 1}$ for each term in the numerator with correct signs, provided correct denominator is seen.

OR


\begin{equation*}
f^{\prime}(x)=-8 x(3 x+2)\left(4 x^{2}-1\right)^{-2}+3\left(4 x^{2}-1\right)^{-1} \tag{A1A1}
\end{equation*}


\section*{Note: Award A1 for each term.}
(c) attempt to find the local min point on $y=f^{\prime}(x)$ OR solve $f^{\prime \prime}(x)=0$

$$
x=-1.60
$$

Question 11 continued\\
(d)\\
\includegraphics[width=0.4\textwidth]{2024_10_08_489fc6f2352a74ad6e22g-18}

A1A1A1A1A1\\
Note: Award $\boldsymbol{A 1}$ for both vertical asymptotes with their equations, award $\boldsymbol{A 1}$ for horizontal asymptote with equation, award $\boldsymbol{A} 1$ for each correct branch including asymptotic behaviour, coordinates of minimum and maximum points (may be seen next to the graph) and values of axes intercepts.\\
If vertical asymptotes are absent (or not vertical) and the branches overlap as a consequence, award maximum A0A1A0A1A1.

Question 11 continued\\
e) $x=-\frac{2}{3}(=-0.667)$\\
(oblique asymptote has) gradient $\frac{4}{3}(=1.33)$\\
appropriate method to find complete equation of oblique asymptote

$$
\begin{gathered}
\frac{4}{3} x-\frac{8}{9} \\
3 x + 2 \longdiv { 4 x ^ { 2 } + 0 x - 1 } \\
\frac{4 x^{2}+\frac{8}{3} x}{-\frac{8}{3} x-1} \\
-\frac{8}{3} x-\frac{16}{\frac{9}{7}} \\
y=\frac{4}{3} x-\frac{8}{9}(=1.33 x-0.889)
\end{gathered}
$$

Note: Do not award the final $\boldsymbol{A 1}$ if the answer is not given as an equation.\\
f) attempting to find at least one critical value $(x=-0.568729 \ldots, x=1.31872 \ldots)$ (M1)

$$
-\frac{2}{3}<x<-0.569 \quad \text { OR } \quad-0.5<x<0.5 \quad \text { OR } \quad x>1.32 \quad \text { A1A1A1 }
$$

Note: Only penalize once for use of $\leq$ rather than $<$.\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,12,20,2021,May,Paper 2,TZ1,"The function $f$ has a derivative given by $f^{\prime}(x)=\cfrac{1}{x(k-x)}, x \in \mathbb{R}, x \neq 0, x \neq k$ where $k$ is a positive constant.
\begin{parts}
\part[3] The expression for $f^{\prime}(x)$ can be written in the form $\cfrac{a}{x}+\cfrac{b}{k-x}$, where $a, b \in \mathbb{R}$. Find $a$ and $b$ in terms of $k$.
\part[3] Hence, find an expression for $f(x)$.
Consider $P$, the population of a colony of ants, which has an initial value of 1200 .
The rate of change of the population can be modelled by the differential equation $\cfrac{\mathrm{d} P}{\mathrm{~d} t}=\cfrac{P(k-P)}{5 k}$ , where $t$ is the time measured in days, $t \geq 0$, and $k$ is the upper bound for the population.
\part[8] By solving the differential equation, show that $P=\cfrac{1200 k}{(k-1200) \mathrm{e}^{-\frac{t}{5}}+1200}$.\\ At $t=10$ the population of the colony has doubled in size from its initial value.
\part[3] Find the value of $k$, giving your answer correct to four significant figures.
\part[3] Find the value of $t$ when the rate of change of the population is at its maximum.
\end{parts}",Integral Calculus,5. Calculus,HL,"(a) $\frac{1}{x(k-x)} \equiv \frac{a}{x}+\frac{b}{k-x}$\\
$a(k-x)+b x=1$\\
attempt to compare coefficients OR substitute $x=k$ and $x=0$ and solve\\
$a=\frac{1}{k}$ and $b=\frac{1}{k}$\\
A1\\
$f^{\prime}(x)=\frac{1}{k x}+\frac{1}{k(k-x)}$\\
(b) attempt to integrate their $\frac{a}{x}+\frac{b}{k-x}$

$$
\begin{aligned}
& f(x)=\frac{1}{k} \int\left(\frac{1}{x}+\frac{1}{k-x}\right) \mathrm{d} x \\
& =\frac{1}{k}(\ln |x|-\ln |k-x|)(+c)\left(=\frac{1}{k} \ln \left|\frac{x}{k-x}\right|(+c)\right)
\end{aligned}
$$

Note: Award A1 for each correct term. Award A1A0 for a correct answer without modulus signs. Condone the absence of $+c$.\\
continued...

Question 12 continued\\
(c) attempt to separate variables and integrate both sides

M1\\
$5 k \int \frac{1}{P(k-P)} \mathrm{d} P=\int 1 \mathrm{~d} t$\\
$5(\ln P-\ln (k-P))=t+c$\\
A1

Note: There are variations on this which should be accepted, such as\\
$\frac{1}{k}(\ln P-\ln (k-P))=\frac{1}{5 k} t+c$. Subsequent marks for these variations should be awarded as appropriate.

\section*{EITHER}
attempt to substitute $t=0, P=1200$ into an equation involving $c$\\
$c=5(\ln 1200-\ln (k-1200))\left(=5 \ln \left(\frac{1200}{k-1200}\right)\right)$\\
$5(\ln P-\ln (k-P))=t+5(\ln 1200-\ln (k-1200))$\\
$\ln \left(\frac{P(k-1200)}{1200(k-P)}\right)=\frac{t}{5}$\\
$\frac{P(k-1200)}{1200(k-P)}=\mathrm{e}^{\frac{t}{5}}$\\
OR\\
$\ln \left(\frac{P}{k-P}\right)=\frac{t+c}{5}$\\
$\frac{P}{k-P}=A \mathrm{e}^{\frac{t}{5}}$\\
A1\\
attempt to substitute $t=0, P=1200$\\
M1\\
$\frac{1200}{k-1200}=A$\\
A1\\
$\frac{P}{k-P}=\frac{1200 \mathrm{e}^{\frac{t}{5}}}{k-1200}$\\
A1\\
continued...

Question 12 continued\\
THEN\\
attempt to rearrange and isolate $P$\\
M1\\
$P k-1200 P=1200 k \mathrm{e}^{\frac{t}{5}}-1200 P \mathrm{e}^{\frac{t}{5}}$ OR $P k \mathrm{e}^{-\frac{t}{5}}-1200 P \mathrm{e}^{-\frac{t}{5}}=1200 k-1200 P$\\
OR $\frac{k}{P}-1=\frac{k-1200}{1200 \mathrm{e}^{\frac{t}{5}}}$\\
$P\left(k-1200+1200 \mathrm{e}^{\frac{t}{5}}\right)=1200 k \mathrm{e}^{\frac{t}{5}}$ OR $P_{P}\left(k \mathrm{e}^{-\frac{t}{5}}-1200 \mathrm{e}^{-\frac{t}{5}}+1200\right)=1200 k \quad$ A1\\
$P=\frac{1200 k}{(k-1200) \mathrm{e}^{-\frac{t}{5}}+1200}$\\
$A G$\\
\\
(d) attempt to substitute $t=10, P=2400$\\
(M1)\\
$2400=\frac{1200 k}{(k-1200) \mathrm{e}^{-2}+1200}$\\
$k=2845.34 \ldots$\\
$k=2845 \quad$ A1\\
Note: Award (M1)(A1)AO for any other value of $k$ which rounds to 2850\\
\\
(e) attempt to find the maximum of the first derivative graph OR zero\\
of the second derivative graph OR that $P=\frac{k}{2}(=1422.67 \ldots)$\\
(M1)\\
$t=1.57814 \ldots$\\
$=1.58$ (days)\\
A2\\
Note: Accept any value which rounds to 1.6 .",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,1,6,2021,May,Paper 2,TZ2,"At a café, the waiting time between ordering and receiving a cup of coffee is dependent upon the number of customers who have already ordered their coffee and are waiting to receive it.
Sarah, a regular customer, visited the café on five consecutive days. The following table shows the number of customers, $x$, ahead of Sarah who have already ordered and are waiting to receive their coffee and Sarah's waiting time, $y$ minutes.
\begin{center}
\begin{tabular}{|l|c|c|c|c|c|}
\hline Number of customers $(\boldsymbol{x})$ & 3 & 9 & 11 & 10 & 5 \\
\hline Sarah's waiting time (y) & 6 & 10 & 12 & 11 & 6 \\
\hline
\end{tabular}
\end{center}
The relationship between $x$ and $y$ can be modelled by the regression line of $y$ on $x$ with equation $y=a x+b$.
\begin{parts}
\part[3] \begin{enumerate}[label=(\roman*)]
\item Find the value of $a$ and the value of $b$.
\item Write down the value of Pearson's product-moment correlation coefficient, $r$.
\end{enumerate}
\part[1] Interpret, in context, the value of $a$ found in part (a)(i).
On another day, Sarah visits the café to order a coffee. Seven customers have already ordered their coffee and are waiting to receive it.
\part[2] Use the result from part (a)(i) to estimate Sarah's waiting time to receive her coffee.
\end{parts}
}",Bivariate Statistics,4. Statistics and Probability,HL,"(a) (i) $a=0.805084 \ldots$ and $b=2.88135 \ldots$ $a=0.805$ and $b=2.88 \quad$ A1A1\\
(ii) $r=0.97777 \ldots$\\
$r=0.978$\\
A1\\
\\
(b) $a$ represents the (average) increase in waiting time ( 0.805 mins) per additional customer (waiting to receive their coffee)
\end{enumerate}

R1\\
\\
(c) attempt to substitute $x=7$ into their equation\\
(M1)\\
8.51693...\\
8.52 (mins) A1\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,2,5,2021,May,Paper 2,TZ2,"An arithmetic sequence has first term 60 and common difference -2.5 .
\begin{parts}
\part[2] Given that the $k$ th term of the sequence is zero, find the value of $k$.
Let $S_n$ denote the sum of the first $n$ terms of the sequence.
\part[3] Find the maximum value of $S_n$.
\end{parts}
}",Sequences and Series,1. Numbers and Algebra,HL,"(a) attempt to use $u_{1}+(n-1) d=0$\\
$60-2.5(k-1)=0$\\
$k=25$\\
A1\\
\\
(b) METHOD 1\\
attempting to express $S_{n}$ in terms of $n$\\
(M1)\\
use of a graph or a table to attempt to find the maximum sum\\
(M1)\\
$=750$\\
A1

\section*{METHOD 2}
\section*{EITHER}
recognizing maximum occurs at $n=25$\\
$S_{25}=\frac{25}{2}(60+0), S_{25}=\frac{25}{2}(2 \times 60+24 \times-2.5)$

\section*{OR}
attempting to calculate $S_{24}$\\
$S_{24}=\frac{24}{2}(2 \times 60+23 \times-2.5)$\\
THEN\\
$=750$\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,3,8,2021,May,Paper 2,TZ2,"At a school, $70 \%$ of the students play a sport and $20 \%$ of the students are involved in theatre. $18 \%$ of the students do neither activity.
A student is selected at random.
\begin{parts}
\part[2] Find the probability that the student plays a sport and is involved in theatre.
\part[2] Find the probability that the student is involved in theatre, but does not play a sport.
At the school $48 \%$ of the students are girls, and $25 \%$ of the girls are involved in theatre.
A student is selected at random. Let $G$ be the event ""the student is a girl"" and let $T$ be the event ""the student is involved in theatre"".
\part[2] Find $\mathrm{P}(G \cap T)$.
\part[2] Determine if the events $G$ and $T$ are independent. Justify your answer.
\end{parts}
}",Probability,4. Statistics and Probability,HL,"(a) EITHER


\begin{align*}
& \mathrm{P}(S)+\mathrm{P}(T)+\mathrm{P}\left(S^{\prime} \cap T^{\prime}\right)-\mathrm{P}(S \cap T)=1 \text { OR } \mathrm{P}(S \cup T)=\mathrm{P}\left(\left(S^{\prime} \cap T^{\prime}\right)^{\prime}\right)  \tag{M1}\\
& 0.7+0.2+0.18-\mathrm{P}(S \cap T)=1 \text { OR } \mathrm{P}(S \cup T)=1-0.18
\end{align*}


OR\\
a clearly labelled Venn diagram\\
(M1)\\
THEN\\
$\mathrm{P}(S \cap T)=0.08$ (accept $8 \%$ )\\
A1

Note: To obtain the $\boldsymbol{M 1}$ for the Venn diagram all labels must be correct and in the correct sections. For example, do not accept 0.7 in the area corresponding to $S \cap T^{\prime}$.\\
\\
(b) EITHER\\
$\mathrm{P}\left(T \cap S^{\prime}\right)=\mathrm{P}(T)-\mathrm{P}(T \cap S)(=0.2-0.08)$ OR\\
$\mathrm{P}\left(T \cap S^{\prime}\right)=\mathrm{P}(T \cup S)-\mathrm{P}(S)(=0.82-0.7)$\\
(M1)

OR\\
a clearly labelled Venn diagram including $\mathrm{P}(S), \mathrm{P}(T)$ and $\mathrm{P}(S \cap T)$\\
(M1)\\
THEN\\
$=0.12$ (accept 12\%)\\
A1\\
\\
(c) $\mathrm{P}(G \cap T)=\mathrm{P}(T \mid G) \mathrm{P}(G)(0.25 \times 0.48)$\\
(M1)\\
$=0.12$\\
A1\\
continued...

Question 3 continued\\
(d) METHOD 1

$$
\mathrm{P}(G) \times \mathrm{P}(T)(=0.48 \times 0.2)=0.096
$$A1

$\mathrm{P}(G) \times \mathrm{P}(T) \neq \mathrm{P}(G \cap T) \Rightarrow G$ and $T$ are not independent ..... R1\\
METHOD 2\\
$\mathrm{P}(T \mid G)=0.25$ ..... A1\\
$\mathrm{P}(T \mid G) \neq \mathrm{P}(T) \Rightarrow G$ and $T$ are not independent ..... R1\\
Note: Do not award A0R1.\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,4,6,2021,May,Paper 2,TZ2,"The functions $f$ and $g$ are defined for $x \in \mathbb{R}$ by $f(x)=6 x^2-12 x+1$ and $g(x)=-x+c$, where $c \in \mathbb{R}$.
\begin{parts}
\part[2] Find the range of $f$.
\part[4] Given that $(g \circ f)(x) \leq 0$ for all $x \in \mathbb{R}$, determine the set of possible values for $c$.
\end{parts}
}","Properties of Functions
Modulus & Inequalities",2. Functions,HL,"(a) attempting to find the vertex\\
$x=1$ OR $y=-5$ OR $f(x)=6(x-1)^{2}-5$\\
range is $y \geq-5$\\
A1\\
\\
(b) METHOD 1\\
$(g \circ f)(x)=-\left(6 x^{2}-12 x+1\right)+c\left(=-\left(6(x-1)^{2}-5\right)+c\right)$\\
(A1)

EITHER\\
relating to the range of $f$ OR attempting to find $g(-5)$\\
(M1)\\
$5+c \leq 0$\\
OR\\
attempting to find the discriminant of $(g \circ f)(x)$\\
(M1)\\
$144+24(c-1) \leq 0(120+24 c \leq 0)$\\
THEN\\
$c \leq-5$\\
A1\\


\section*{METHOD 2}
vertical reflection followed by vertical shift\\
(M1)\\
new vertex is $(1,5+c)$\\
(A1)\\
$5+c \leq 0$\\
(A1)\\
$c \leq-5$\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,5,7,2021,May,Paper 2,TZ2,"All living plants contain an isotope of carbon called carbon-14. When a plant dies, the isotope decays so that the amount of carbon-14 present in the remains of the plant decreases. The time since the death of a plant can be determined by measuring the amount of carbon-14 still present in the remains.
The amount, $A$, of carbon-14 present in a plant $t$ years after its death can be modelled by $A=A_0 \mathrm{e}^{-k t}$ where $t \geq 0$ and $A_0, k$ are positive constants.
At the time of death, a plant is defined to have 100 units of carbon-14.
\begin{parts}
\part[1] Show that $A_0=100$.
The time taken for half the original amount of carbon-14 to decay is known to be 5730 years.
\part[3] Show that $k=\cfrac{\ln 2}{5730}$.
\part[3] Find, correct to the nearest 10 years, the time taken after the plant's death for $25 \%$ of the carbon-14 to decay.
\end{parts}
}",Exponents and Logs,1. Numbers and Algebra,HL,"(a) $100=A_{0} e^{0}$

$$
A_{0}=100
$$

(b) correct substitution of values into exponential equation

$$
50=100 \mathrm{e}^{-5730 k} \text { OR } \mathrm{e}^{-5730 k}=\frac{1}{2}
$$

EITHER

$$
-5730 k=\ln \frac{1}{2}
$$

$\ln \frac{1}{2}=-\ln 2$ OR $-\ln \frac{1}{2}=\ln 2$\\
OR\\
$\mathrm{e}^{5730 k}=2 \quad \boldsymbol{A 1}$\\
$5730 k=\ln 2 \quad$ A1

\section*{THEN}
$k=\frac{\ln 2}{5730}$\\
Note: There are many different ways of showing that $k=\frac{\ln 2}{5730}$ which involve showing different steps. Award full marks for at least two correct algebraic steps seen.\\
\\
(c) if $25 \%$ of the carbon-14 has decayed, $75 \%$ remains ie, 75 units remain


\begin{equation*}
75=100 \mathrm{e}^{-\frac{\ln 2}{5330} t} \tag{A1}
\end{equation*}


\section*{EITHER}
using an appropriate graph to attempt to solve for $t$\\
OR\\
manipulating logs to attempt to solve for $t$\\
$\ln 0.75=-\frac{\ln 2}{5730} t$\\
$t=2378.164 \ldots$\\
THEN\\
$t=2380$ (years) (correct to the nearest 10 years)\\",Calculator Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
